    SN,Loan_ID,Name,Trans_score,Urban,Gender,Age,CoapplicantIncome,Dependents,Self_Employed,Credit_History,ApplicantIncome,Loan_Status
3077,15584114,NAWAL,678,Urban,Female,43,153393.18,2,1,1,193828.27,0
3078,15673367,NAYATI,587,Urban,Male,33,132603.36,1,1,0,55775.72,0
3079,15685576,NAYELI,527,Urban,Female,36,0,2,1,1,102280.29,0
3080,15774727,NAYER,757,Urban,Female,34,129398.01,2,0,0,44965.44,0
3081,15694288,NEAL,468,Semiurban,Male,28,0,2,1,0,170661.02,0
3082,15603319,NEALON,693,Rural,Male,29,151352.74,1,0,0,197145.89,0
3083,15759066,NECIA,483,Urban,Female,44,136836.49,1,1,0,192359.9,1
3084,15814816,NEDA,466,Semiurban,Male,40,91592.06,1,1,0,141210.18,1
3085,15724402,NEDRA,770,Urban,Female,30,0,2,1,0,100557.03,0
3086,15571059,NEELY,734,Semiurban,Female,54,0,1,1,0,130805.54,1
3087,15674206,NEENA,716,Urban,Female,22,0,2,1,1,92606.98,0
3088,15715160,NEETEE,439,Semiurban,Male,36,165536.28,2,1,1,123956.83,0
3089,15730448,NEIL,538,Semiurban,Male,25,62482.95,1,1,1,102758.43,0
3090,15662067,NELIA,743,Urban,Male,40,68155.59,1,1,0,94876.65,0
3091,15779581,NELLIE,734,Urban,Female,43,55853.33,2,0,1,94811.85,1
3092,15662901,NELSON,656,Semiurban,Male,37,0,2,0,1,67840.81,0
3093,15689751,NEN,666,Urban,Female,31,79589.43,1,0,0,4050.57,0
3094,15667742,NENET,627,Semiurban,Male,41,100880.76,1,0,1,134665.25,0
3095,15738448,NEOLA,480,Urban,Female,25,174330.35,2,0,0,181647.13,0
3096,15680243,NERINA,792,Urban,Male,19,143390.51,1,1,0,33282.84,0
3097,15745083,NERINE,613,Urban,Male,59,91415.76,1,0,0,27965,1
3098,15708228,NERISSA,476,Urban,Male,30,134366.42,1,1,0,68343.53,0
3099,15628523,NERITA,539,Urban,Female,24,0,2,1,1,198161.07,0
3100,15708196,NERO,696,Rural,Male,60,88786.81,1,1,1,196858.4,0
3101,15735549,NESSA,810,Urban,Male,35,96814.46,2,1,1,120511.03,0
3102,15809347,NESSAN,763,Urban,Male,32,160680.41,1,1,0,30886.35,0
3103,15660866,NESTOR,640,Semiurban,Female,29,0,2,1,0,2743.69,0
3104,15766609,NETANYA,655,Urban,Female,47,0,2,1,0,167778.62,0
3105,15654230,NEVA,526,Semiurban,Male,31,145537.21,1,1,0,132404.64,0
3106,15794566,NEVADA,678,Urban,Female,28,0,2,1,1,144423.17,1
3107,15800890,NEVAN,554,Semiurban,Female,45,0,2,1,1,181204.5,0
3108,15697424,NEVILLE,597,Urban,Female,30,119370.11,1,1,1,182726.22,1
3109,15724536,NEWMAN,560,Urban,Female,28,0,2,1,1,120880.72,0
3110,15735878,NIA,850,Semiurban,Female,47,134381.52,1,0,0,26812.89,1
3111,15707596,NIABI,546,Urban,Female,74,114888.74,2,1,1,66732.63,1
3112,15657163,NIALL,623,Urban,Male,42,149332.48,2,1,0,100834.22,0
3113,15622478,NIAMH,698,Urban,Female,40,105061.74,3,1,0,107815.31,1
3114,15779529,NICHELLE,620,Urban,Male,32,0,2,1,1,34665.79,0
3115,15636023,NICHOLAI,619,Urban,Female,40,0,1,1,1,147093.84,1
3116,15582066,NICHOLAS,561,Urban,Male,21,0,1,1,1,36942.35,0
3117,15666675,NICK,753,Semiurban,Female,39,155062.8,1,1,1,16460.77,0
3118,15732987,NICKI,721,Semiurban,Male,43,88798.34,1,0,0,45610.63,0
3119,15789432,NICODEMUS,451,Urban,Male,33,0,2,1,0,184954.11,0
3120,15663161,NICOLA,680,Urban,Female,51,143139.87,1,0,0,47795.43,1
3121,15694879,NICOLE,590,Urban,Female,23,0,2,1,0,196789.9,0
3122,15593715,NICOLETTE,634,Semiurban,Male,27,107027.52,1,1,0,173425.68,0
3123,15575002,NIEL,676,Urban,Male,29,140720.93,1,1,0,36221.18,0
3124,15622171,NIGEL,642,Semiurban,Male,30,80964.57,2,1,0,174738.2,0
3125,15795224,NIJOLE,760,Urban,Male,39,178585.46,1,1,0,67131.3,1
3126,15685346,NIKHIL,736,Semiurban,Female,26,135889.13,1,1,1,165692.03,0
3127,15691808,NIKITA,656,Semiurban,Male,43,134919.85,1,1,0,194691.95,0
3128,15721007,NIKKI,776,Urban,Male,33,115130.34,1,0,0,129525.5,1
3129,15794253,NIKKOS,832,Urban,Female,34,138190.13,2,0,1,146511.2,0
3130,15694453,NILES,631,Urban,Male,37,131519.49,2,1,1,51752.18,0
3131,15813113,NIMEESHA,795,Rural,Female,56,0,1,1,0,35418.69,1
3132,15614187,NINA,648,Semiurban,Female,39,126935.98,2,0,1,57995.74,0
3133,15619407,NINON,615,Semiurban,Male,39,133707.09,1,1,1,108152.75,0
3134,15646227,NIRA,682,Semiurban,Female,27,97893.2,1,1,0,166144.98,0
3135,15660541,NISSA,694,Semiurban,Male,34,127900.03,1,1,0,101737.8,0
3136,15753874,NITA,694,Urban,Male,37,143835.47,1,0,1,33326.71,0
3137,15617877,NITARA,607,Semiurban,Male,44,0,2,1,1,81140.09,0
3138,15772073,NITESH,664,Rural,Male,48,0,1,1,0,140173.17,1
3139,15701537,NITIS,756,Urban,Male,60,0,1,1,1,166513.49,1
3140,15736228,NIV,645,Semiurban,Female,40,129596.77,1,1,1,103232.6,0
3141,15780572,NIXIE,653,Semiurban,Male,30,0,2,1,0,120736.04,0
3142,15769596,NIZANA,710,Semiurban,Female,24,110407.44,2,0,0,15832.43,1
3143,15586996,NOAH,697,Semiurban,Female,76,0,2,0,1,188772.45,0
3144,15722061,NOAM,619,Rural,Female,41,142015.76,2,1,0,114323.66,0
3145,15638003,NODIN,648,Semiurban,Male,55,81370.07,1,0,1,181534.04,0
3146,15775590,NOE,482,Semiurban,Female,48,69329.47,1,0,0,102640.52,1
3147,15730688,NOEL,548,Urban,Female,28,116755.5,2,1,1,158585.17,1
3148,15753102,NOELANI,752,Rural,Male,44,83870.33,1,1,0,178722.24,0
3149,15810075,NOKOMIS,648,Semiurban,Female,39,130694.89,2,1,1,153955.38,1
3150,15723373,NOLA,643,Urban,Female,34,117451.47,1,1,0,65374.86,0
3151,15795298,NOLAN,573,Urban,Female,35,206868.78,2,0,1,102986.15,0
3152,15584320,NOLAND,686,Rural,Female,39,111695.62,1,0,0,136643.84,0
3153,15724161,NOMA,644,Semiurban,Female,40,137285.26,4,1,0,77063.63,1
3154,15750056,NOMLANGA,702,Urban,Female,29,149218.39,1,1,1,9633.01,0
3155,15609637,NONA,652,Urban,Male,51,0,2,0,1,43496.36,0
3156,15794493,NONNIE,641,Urban,Male,32,0,2,1,1,24267.28,0
3157,15569641,NORA,692,Rural,Female,41,130701.29,1,1,0,59354.24,1
3158,15815236,NORAH,574,Rural,Male,34,0,2,0,0,28269.86,0
3159,15811177,NOREEN,643,Semiurban,Female,31,167949.48,1,1,0,143162.34,0
3160,15680587,NORI,834,Rural,Male,23,131254.81,1,1,0,20199.3,0
3161,15672821,NORINA,591,Urban,Male,28,0,2,1,1,48606.92,0
3162,15767681,NORM,470,Semiurban,Male,34,0,2,0,1,89013.67,0
3163,15600379,NORMA,608,Semiurban,Male,34,86656.13,1,0,1,59890.29,0
3164,15801336,NORMAN,649,Rural,Female,37,114737.26,1,1,1,106655.88,1
3165,15721592,NORMANDY,665,Rural,Female,38,0,2,1,0,156439.56,0
3166,15581282,NORRIS,651,Rural,Female,39,0,1,1,0,24176.44,0
3167,15746203,NORTON,555,Semiurban,Male,62,119817.33,1,0,1,43507.1,1
3168,15583137,NORWOOD,637,Semiurban,Female,48,130806.99,2,1,1,132005.85,1
3169,15680752,NOVA,675,Semiurban,Female,49,0,1,1,1,80496.71,1
3170,15688172,NOVIA,677,Semiurban,Male,40,0,2,1,0,88947.56,0
3171,15791373,NOWLES,850,Urban,Female,35,80931.75,1,0,0,12639.67,1
3172,15589449,NOXOLO,815,Semiurban,Female,56,0,3,1,1,94248.16,1
3173,15692819,NOYA,665,Urban,Male,32,132178.67,1,0,0,11865.76,0
3174,15727467,NUNCIO,485,Semiurban,Female,27,0,2,1,0,141449.86,0
3175,15734312,NURI,577,Rural,Male,43,0,2,1,1,149457.81,0
3176,15764604,NURU,586,Semiurban,Female,35,164769.02,3,1,0,119814.25,1
3177,15613014,NYAKO,722,Urban,Male,29,107233.85,2,1,0,24924.92,0
3178,15759684,NYDIA,528,Rural,Female,27,176227.07,2,0,1,139481.53,0
3179,15609669,NYEKI,542,Semiurban,Female,39,109949.39,2,1,1,41268.65,0
3180,15685536,NYOKA,552,Semiurban,Female,34,0,2,1,1,1351.41,0
3181,15750447,NYSA,678,Urban,Female,60,117738.81,1,1,0,147489.76,1
3182,15663249,NYX,575,Rural,Female,37,133292.45,1,1,0,111175.09,0
3183,15638646,OAFE,669,Semiurban,Female,43,160474.59,1,1,1,95963.14,0
3184,15734161,OAKES,636,Urban,Male,43,0,2,1,0,43128.95,0
3185,15631070,OAKLEY,667,Semiurban,Male,55,154393.43,1,1,1,137674.96,1
3186,15761950,OBEDIENCE,652,Semiurban,Female,45,110827.49,1,1,1,153383.54,1
3187,15649668,OBERON,637,Urban,Female,36,145750.45,2,1,1,96660.76,0
3188,15713912,OBERT,516,Semiurban,Female,45,109044.3,1,0,1,115818.16,0
3189,15586757,OCEANA,801,Rural,Female,32,75170.54,1,1,1,37898.5,0
3190,15596522,OCTAVIA,692,Semiurban,Female,42,0,2,1,0,145222.93,0
3191,15625395,OCTAVIO,585,Semiurban,Female,28,105795.9,1,1,1,41219.09,0
3192,15760570,OCTAVIOUS,590,Rural,Male,32,0,2,1,0,59249.83,0
3193,15566689,ODELE,554,Urban,Male,66,0,2,1,1,116747.62,0
3194,15725794,ODELIA,659,Rural,Female,49,0,1,1,0,116249.72,1
3195,15673539,ODELL,690,Urban,Female,26,118097.87,1,1,0,61257.83,0
3196,15705298,ODESSA,697,Rural,Male,29,172693.54,1,0,0,141798.98,0
3197,15675791,ODETTA,610,Urban,Male,36,129440.3,2,1,0,102638.35,0
3198,15747043,ODETTE,599,Rural,Male,36,0,2,0,0,13210.56,0
3199,15736397,ODINA,544,Urban,Male,23,96471.2,1,1,0,35550.97,0
3200,15678201,ODYSSEUS,548,Semiurban,Female,46,0,1,1,1,104469.06,1
3201,15720745,OFER,635,Urban,Male,24,140197.18,1,1,1,142935.83,0
3202,15637593,OGDEN,722,Urban,Male,20,0,2,1,0,195486.28,0
3203,15598070,OGIMA,564,Urban,Female,33,135946.26,1,1,0,63170,0
3204,15787550,OHIO,719,Semiurban,Male,69,0,2,1,1,58320.06,0
3205,15603942,OISTIN,547,Urban,Male,50,81290.02,3,0,1,177747.03,1
3206,15733973,OKAL,850,Rural,Female,42,0,1,1,0,19632.64,1
3207,15596761,OKALIK,515,Rural,Male,60,113715.36,1,1,0,18424.24,1
3208,15652400,OKAPI,667,Urban,Male,56,168883.08,1,0,1,18897.78,0
3209,15717893,OKE,607,Urban,Male,36,143421.74,1,1,0,97879.02,0
3210,15622585,OKECHUKU,525,Urban,Male,26,153644.39,1,1,1,63197.88,0
3211,15733964,OKOTH,606,Rural,Female,53,109330.06,1,1,1,75860.01,0
3212,15753861,OKSANA,686,Rural,Female,27,115095.88,2,0,0,78622.46,0
3213,15747097,OLA,611,Semiurban,Male,35,0,1,1,1,23598.23,1
3214,15594762,OLAF,827,Semiurban,Male,46,183276.32,1,1,1,13460.27,0
3215,15667417,OLATHE,572,Rural,Male,33,68193.72,1,1,0,19998.31,0
3216,15684861,OLEG,726,Rural,Female,32,0,2,0,0,185075.63,0
3217,15742204,OLESIA,579,Urban,Male,31,139729.54,1,0,1,135815.38,0
3218,15623502,OLGA,598,Semiurban,Female,56,98365.33,1,1,1,44251.33,0
3219,15774872,OLIN,663,Rural,Male,36,0,2,1,0,136349.55,0
3220,15611191,OLINDA,505,Urban,Female,37,122453.97,2,1,1,52693.99,0
3221,15674331,OLIVE,576,Semiurban,Male,30,132174.41,2,0,0,93767.03,0
3222,15619465,OLIVER,555,Rural,Female,24,0,2,0,1,197866.55,0
3223,15575247,OLIVIA,524,Semiurban,Male,30,0,2,1,0,126812.85,0
3224,15695679,OLLIE,776,Urban,Male,39,104349.45,1,0,0,79503.05,0
3225,15713463,OLYMPIA,645,Urban,Female,41,138881.04,1,1,0,129936.53,1
3226,15785170,OMAR,850,Urban,Female,32,116968.91,1,0,0,175094.62,0
3227,15796351,OMEGA,603,Rural,Male,35,105346.03,2,1,1,130379.5,0
3228,15639576,ONA,691,Urban,Male,26,136623.19,1,1,0,153228,0
3229,15693264,ONAN,583,Rural,Female,29,0,2,1,1,111285.85,0
3230,15589715,ONEIDA,584,Semiurban,Female,66,0,1,1,0,49553.38,1
3231,15769902,ONI,679,Urban,Female,33,0,2,1,1,98015.85,0
3232,15587177,ONSLOW,646,Rural,Male,36,124445.52,1,1,0,88481.32,0
3233,15814553,OONA,559,Semiurban,Female,34,68999.66,2,1,1,66879.27,0
3234,15601550,OPA,595,Rural,Male,36,85768.42,1,1,1,24802.77,0
3235,15664907,OPAL,527,Rural,Male,47,0,1,1,0,21312.16,1
3236,15612465,OPHELIA,684,Semiurban,Male,34,100628,2,1,1,190263.78,0
3237,15810800,OPHIRA,673,Urban,Female,32,0,1,1,1,72873.33,0
3238,15665760,OPRAH,802,Rural,Male,38,0,2,0,1,57764.65,0
3239,15588080,ORA,675,Rural,Male,54,0,1,1,0,110273.84,1
3240,15776844,ORAL,762,Semiurban,Female,19,0,2,1,0,55500.17,0
3241,15717560,ORALEE,580,Urban,Male,50,125647.36,1,1,0,57541.08,1
3242,15629739,ORAN,621,Urban,Female,31,100375.39,1,1,1,90384.26,0
3243,15729908,ORANE,411,Semiurban,Female,36,0,1,0,0,120694.35,0
3244,15716781,ORDE,815,Rural,Male,24,171922.72,1,0,1,178028.96,0
3245,15646936,OREN,631,Rural,Female,32,146810.99,2,1,1,180990.29,0
3246,15768151,ORENDA,514,Rural,Female,45,109032.23,1,0,1,155407.21,1
3247,15579212,ORIA,638,Rural,Male,57,0,1,1,0,33676.48,1
3248,15721835,ORIANA,791,Urban,Male,25,0,1,1,0,89666.28,0
3249,15800515,ORIEL,516,Rural,Male,35,128653.59,1,1,0,127558.26,0
3250,15591279,ORIEN,734,Rural,Male,37,80387.81,1,0,1,77272.62,0
3251,15587419,ORINGO,611,Urban,Male,58,0,2,0,1,107665.68,1
3252,15750335,ORINO,850,Rural,Male,43,108508.82,3,1,0,184044.8,1
3253,15699619,ORIOLE,641,Rural,Male,31,155978.17,1,1,0,91510.71,0
3254,15606472,ORION,585,Urban,Female,38,0,1,1,1,87363.56,0
3255,15778368,ORLA,552,Semiurban,Male,50,121175.56,1,1,0,117505.07,1
3256,15671387,ORLANDO,507,Semiurban,Female,29,89349.47,2,0,0,180626.68,0
3257,15573926,ORLEANS,735,Urban,Male,38,86131.71,2,0,0,93478.96,0
3258,15709183,ORLEE,707,Rural,Female,58,102346.86,1,1,1,114672.64,0
3259,15577514,ORLI,698,Urban,Female,36,121263.62,1,1,1,13387.88,0
3260,15778830,ORLY,841,Semiurban,Male,31,0,2,1,0,173240.52,0
3261,15768072,ORMA,688,Semiurban,Female,33,0,1,0,0,27557.18,1
3262,15768293,ORMAND,614,Semiurban,Male,51,0,2,1,1,5552.37,0
3263,15654456,ORRICK,511,Rural,Male,48,149726.08,1,0,0,88307.87,1
3264,15807525,ORSEN,447,Rural,Male,43,0,2,1,0,33879.26,1
3265,15574372,ORSIN,738,Rural,Male,35,161274.05,2,1,0,181429.87,0
3266,15671249,ORSON,422,Urban,Female,33,0,2,1,0,102655.31,0
3267,15779744,ORTON,537,Rural,Male,30,103138.17,1,1,1,96555.42,0
3268,15624755,ORVILLE,707,Rural,Female,40,109628.44,1,1,0,189366.03,0
3269,15611430,OSANNA,690,Semiurban,Male,54,0,1,1,0,12847.61,1
3270,15774744,OSAZE,664,Urban,Male,33,97286.16,2,1,0,143433.33,0
3271,15629885,OSBORN,850,Semiurban,Female,33,118004.26,1,1,0,183983.82,0
3272,15708791,OSBORNE,584,Rural,Male,32,85534.83,1,0,0,169137.24,0
3273,15793890,OSCAR,728,Urban,Female,59,0,1,1,1,163365.85,1
3274,15646091,OSGOOD,560,Rural,Female,43,95140.44,2,1,0,123181.44,1
3275,15596984,OSIAS,629,Rural,Female,31,0,1,1,1,16447.6,1
3276,15800215,OSKAR,658,Urban,Male,25,0,2,0,1,173948.4,0
3277,15577806,OSMA,794,Urban,Female,54,75900.84,1,1,1,192154.66,0
3278,15749381,OSMOND,790,Semiurban,Female,41,126619.27,1,1,0,198224.38,0
3279,15683758,OSSIAN,640,Semiurban,Male,44,111833.47,1,1,0,67202.74,0
3280,15670615,OSSIE,652,Semiurban,Male,37,0,2,1,0,68789.93,0
3281,15715622,OSWALD,583,Semiurban,Female,57,238387.56,1,0,1,147964.99,1
3282,15707634,OTHELLO,775,Semiurban,Female,32,108698.96,2,1,1,161069.73,0
3283,15806901,OTIS,584,Urban,Female,39,112687.69,1,1,1,127749.61,0
3284,15775335,OTTO,635,Rural,Female,48,81556.89,2,1,0,191914.37,0
3285,15724150,OURAY,814,Urban,Male,48,136596.85,1,1,1,185791.9,0
3286,15627220,OVA,735,Rural,Female,43,98807.45,1,0,0,184570.04,1
3287,15672330,OVERTON,678,Semiurban,Female,31,0,2,0,1,130446.65,0
3288,15668521,OVID,693,Rural,Male,37,0,2,1,1,82867.55,0
3289,15807837,OWEN,640,Rural,Female,30,107499.7,1,1,1,187632.22,0
3290,15592570,OWNAH,773,Urban,Female,23,0,2,1,0,56759.79,0
3291,15748589,OZ,736,Semiurban,Female,30,0,2,1,0,34180.33,0
3292,15635893,OZZIE,693,Rural,Female,28,0,2,1,1,158545.25,0
3293,15757632,PABLA,496,Rural,Female,41,176024.05,2,1,0,182337.98,0
3294,15691863,PABLO,751,Urban,Female,39,0,2,1,1,84175.34,0
3295,15706071,PACKARD,528,Urban,Male,39,127631.62,1,0,1,22197.8,1
3296,15654296,PACO,754,Rural,Female,19,0,1,1,0,189641.11,0
3297,15755018,PADDY,568,Urban,Female,26,109819.16,2,1,0,154491.39,0
3298,15594041,PAGE,592,Rural,Female,41,138734.94,1,1,0,90020.74,0
3299,15670587,PAIGE,558,Semiurban,Male,25,111363.1,2,1,0,197264.35,0
3300,15724527,PALANI,825,Urban,Male,34,0,2,1,1,31933.06,0
3301,15801904,PALESA,677,Urban,Male,28,143988,2,1,0,8755.69,1
3302,15658195,PALEY,653,Rural,Male,34,118838.75,1,1,1,52820.13,0
3303,15630113,PALLAS,593,Rural,Male,35,161637.75,1,1,1,20008.46,0
3304,15784320,PALMA,632,Urban,Female,44,133793.89,1,1,1,34607.14,1
3305,15676513,PALMER,601,Semiurban,Male,35,71553.83,1,1,0,177384.45,0
3306,15574072,PALOMA,786,Urban,Female,62,0,1,1,1,165702.64,0
3307,15633854,PALTI,654,Rural,Female,40,0,2,1,0,167889.1,0
3308,15618566,PAMELA,572,Semiurban,Female,38,0,2,1,1,133122.62,0
3309,15733014,PAMELIA,813,Urban,Female,62,64667.95,2,0,1,140454.14,0
3310,15753343,PANCHO,523,Urban,Female,28,121164.11,1,1,1,59938.81,0
3311,15746076,PANDORA,506,Semiurban,Male,50,0,2,1,0,12016.79,0
3312,15608226,PANFILA,513,Rural,Male,72,98903.06,1,1,1,81251.24,0
3313,15605684,PANIGA,664,Semiurban,Female,31,104158.84,1,1,0,134169.85,0
3314,15638988,PANYA,684,Urban,Male,54,0,2,1,1,94888.6,0
3315,15628767,PAOLA,608,Urban,Female,63,139529.93,2,1,1,175696.16,1
3316,15737977,PAOLO,527,Semiurban,Female,25,0,2,0,1,96758.58,0
3317,15758116,PAPINA,666,Semiurban,Male,53,64646.7,1,1,0,128019.48,1
3318,15575119,PARIS,779,Rural,Male,71,0,2,1,1,146895.36,1
3319,15625126,PARKER,629,Semiurban,Female,40,0,2,1,1,139356.3,0
3320,15567114,PARKIN,430,Semiurban,Male,35,118894.22,1,0,0,2923.61,0
3321,15672242,PARLAN,712,Urban,Male,24,0,1,0,1,121232.51,0
3322,15681327,PARLEY,682,Urban,Male,30,0,2,1,1,2053.42,0
3323,15802585,PARRISH,634,Semiurban,Female,41,68213.99,1,1,1,6382.46,0
3324,15740630,PARRY,487,Rural,Female,31,0,2,1,0,158750.13,0
3325,15815420,PARSON,808,Urban,Male,47,139196,1,0,1,74028.36,0
3326,15711468,PASCAL,527,Semiurban,Female,32,0,2,1,1,44099.75,0
3327,15799626,PASCALE,637,Semiurban,Male,50,126345.55,1,0,1,17323,1
3328,15659325,PASCHA,802,Urban,Male,40,0,2,1,1,175043.69,0
3329,15651352,PASI,529,Urban,Female,38,0,1,1,0,146388.85,1
3330,15684925,PATCH,850,Rural,Female,43,0,2,0,0,2465.8,0
3331,15657439,PATIENCE,738,Rural,Male,18,0,2,1,1,47799.15,0
3332,15574122,PATRICIA,817,Urban,Male,34,129278.43,1,0,0,165562.84,0
3333,15720508,PATRICK,735,Rural,Male,31,119558.35,1,0,0,72927.68,0
3334,15599078,PATSY,619,Rural,Female,41,92467.58,1,1,0,38270.47,0
3335,15702300,PATTY,671,Semiurban,Male,27,0,2,0,0,120893.07,0
3336,15660735,PAUL,581,Semiurban,Female,31,0,2,1,0,188377.21,0
3337,15671390,PAULA,690,Rural,Male,36,0,2,1,0,55902.93,0
3338,15647385,PAULETTE,579,Rural,Male,56,99340.83,1,0,0,4523.74,1
3339,15739223,PAULINA,688,Rural,Female,24,0,2,1,1,102195.16,0
3340,15631305,PAULINE,599,Semiurban,Female,28,126833.79,2,1,0,60843.09,1
3341,15809263,PAULO,729,Urban,Male,29,109676.52,1,1,1,25548.47,0
3342,15640866,PAULOS,718,Rural,Female,29,0,1,0,1,134462.29,0
3343,15775663,PAXTON,712,Rural,Male,53,134729.99,2,1,1,132702.64,0
3344,15631800,PAYTON,474,Rural,Male,37,98431.37,1,0,0,75698.44,0
3345,15654292,PAZ,565,Urban,Male,33,130368.31,2,1,0,105642.43,0
3346,15648320,PEALE,658,Rural,Female,31,123974.96,1,1,0,102153.75,0
3347,15726747,PEARL,714,Semiurban,Male,63,138082.16,1,0,1,166677.54,0
3348,15694510,PEARLIE,725,Semiurban,Male,45,129855.32,1,0,0,24218.65,0
3349,15572291,PEARLY,825,Semiurban,Male,40,132308.22,1,0,0,117122.5,0
3350,15603465,PEBBLES,665,Semiurban,Female,45,155447.65,2,1,0,51871.95,1
3351,15685628,PEDRO,670,Urban,Male,35,124268.64,2,0,1,84321.03,0
3352,15792729,PEGGY,474,Semiurban,Female,34,176311.36,1,1,0,160213.27,0
3353,15767414,PELAGIA,591,Semiurban,Male,40,99886.42,2,1,1,88695.19,0
3354,15568044,PELHAM,508,Semiurban,Female,31,0,2,1,1,6123.15,0
3355,15751333,PEMBROKE,695,Semiurban,Female,36,0,2,0,1,167749.54,0
3356,15623062,PENELOPE,660,Rural,Male,24,85089.3,1,1,1,71638,0
3357,15713621,PENN,687,Urban,Male,41,134318.21,2,1,1,198064.52,0
3358,15670668,PENNEY,658,Rural,Male,29,75395.53,2,0,1,54914.92,0
3359,15750638,PENNIE,705,Urban,Female,33,116765.7,1,0,0,190659.17,1
3360,15747878,PENNY,739,Urban,Male,60,0,1,1,1,51637.67,0
3361,15726796,PEONY,844,Rural,Male,38,111501.66,1,1,1,119333.38,0
3362,15754952,PEPPER,602,Rural,Female,48,76595.08,2,0,0,127095.14,0
3363,15652192,PERCIVAL,759,Urban,Female,33,160541.36,2,0,0,93541.14,0
3364,15681924,PERCY,747,Urban,Male,38,129728.6,1,1,0,89289.54,0
3365,15763544,PERDITA,673,Semiurban,Male,47,0,2,0,0,108762.16,0
3366,15764431,PERDY,671,Urban,Female,34,130929.02,4,1,1,28238.25,1
3367,15684010,PEREGRINE,640,Rural,Female,74,116800.25,1,1,1,34130.43,0
3368,15648881,PERI,581,Urban,Male,40,101016.53,1,0,1,7926.35,1
3369,15733303,PERRIN,630,Urban,Male,67,0,2,1,1,27330.27,0
3370,15643294,PERRY,703,Semiurban,Female,33,190566.65,1,1,1,79997.14,0
3371,15749905,PETE,698,Semiurban,Female,47,0,1,1,0,50213.81,1
3372,15625175,PETER,742,Rural,Female,43,97067.69,1,0,1,60920.03,1
3373,15643967,PETRA,652,Semiurban,Female,37,92208.54,1,0,1,197699.8,1
3374,15578251,PETULA,644,Rural,Male,37,186347.97,2,1,0,92809.73,0
3375,15772573,PETUNIA,735,Urban,Male,55,103176.62,1,0,1,163516.16,0
3376,15733234,PEYTON,777,Urban,Female,58,0,1,1,1,62449.07,1
3377,15721582,PHAEDRA,644,Rural,Female,40,77270.08,2,1,1,115800.1,1
3378,15628219,PHEMIA,665,Rural,Female,37,111911.63,1,1,1,110359.68,1
3379,15571302,PHIALA,529,Semiurban,Male,72,94216.05,1,1,1,78695.68,0
3380,15637178,PHIL,803,Semiurban,Female,45,0,2,1,1,128378.04,0
3381,15601184,PHILA,604,Rural,Female,26,0,2,1,0,155248.62,0
3382,15629511,PHILANA,738,Rural,Male,49,106770.82,1,1,0,123499.27,0
3383,15570629,PHILENA,655,Rural,Female,72,138089.97,2,1,1,99920.41,0
3384,15665766,PHILIP,698,Semiurban,Male,39,133191.19,2,0,1,53289.49,0
3385,15693732,PHILLIP,775,Urban,Female,66,0,2,1,1,67622.34,0
3386,15765982,PHILOMENA,735,Rural,Male,41,74135.85,1,1,1,11783.1,1
3387,15582016,PHILYRA,766,Urban,Male,41,99208.46,2,1,0,62402.38,0
3388,15798024,PHINDIWE,537,Rural,Male,84,92242.34,1,1,1,186235.98,0
3389,15588622,PHOEBE,599,Urban,Male,25,108380.72,1,1,1,79005.95,0
3390,15724863,PHYLICIA,420,Semiurban,Female,55,91893.32,1,1,0,144870.28,1
3391,15618213,PHYLISS,674,Rural,Female,32,85757.93,1,1,1,95481,0
3392,15780411,PHYLLIS,570,Urban,Female,46,0,2,0,0,820.46,0
3393,15725429,PHYRE,623,Rural,Male,33,96759.42,1,1,1,174777.98,0
3394,15600626,PIA,710,Urban,Male,30,0,2,1,1,8991.17,0
3395,15668460,PICABO,466,Rural,Male,29,0,2,1,1,2797.27,0
3396,15576263,PIER,759,Urban,Female,22,0,1,1,0,22303.17,0
3397,15720354,PIERA,581,Urban,Male,71,0,2,1,1,197562.08,0
3398,15691624,PIERCE,820,Semiurban,Male,33,132150.26,2,1,0,23067.97,0
3399,15793196,PIERRE,759,Rural,Male,41,0,2,0,1,190294.12,0
3400,15633352,PIERRETTE,628,Semiurban,Female,31,175443.75,1,1,0,113167.17,1
3401,15750874,PILAR,676,Semiurban,Male,31,78990.15,1,1,1,124777.14,0
3402,15588923,PILLAN,591,Urban,Female,33,113743.37,1,1,0,124625.08,0
3403,15715745,PIPER,690,Rural,Female,26,157624.84,1,1,1,49599.27,0
3404,15611800,PIRRO,624,Semiurban,Female,62,125163.62,2,1,1,151411.5,0
3405,15576928,PIUTA,573,Rural,Female,23,0,1,1,0,122964.18,0
3406,15793693,PLACIDO,694,Urban,Male,60,0,1,1,1,57088.97,0
3407,15581252,PLATO,632,Urban,Female,29,80922.75,1,1,0,7820.78,0
3408,15797760,PLATT,632,Semiurban,Male,40,193354.86,2,1,0,149188.41,0
3409,15790564,PLEASANCE,832,Semiurban,Female,40,107648.94,2,1,1,134638.97,0
3410,15593736,PLENNIE,598,Urban,Female,46,131769.04,1,0,0,184980.23,1
3411,15595937,POLLY,430,Urban,Male,36,138992.48,2,0,0,122373.42,0
3412,15815628,POLO,711,Urban,Female,37,113899.92,1,0,0,80215.2,0
3413,15782802,PONCE,582,Rural,Male,26,114450.32,1,1,1,14081.64,0
